,name,upjong,address,category,rat_count,rat_avg,Latitude,Longitude
1289,명가손만두와보말칼국수,한식,제주특별자치도 제주시 선덕로5길 19 (연동),제주시,95,4.642105263,33.4878975,126.5000993
1290,풍원,한식,제주특별자치도 제주시 우도면 우도해안길 340 1층,제주시,515,4.776699029,33.5074342,126.954269
1291,우리동네숯불갈비,식육(숯불구이),제주특별자치도 제주시 추자면 추자로 10-2 1층,제주시,2,2.5,33.9631999,126.2977139
1292,예닮국수,한식,제주특별자치도 제주시 우정로11길 4 1층 (외도일동),제주시,9,4.5,33.4876697,126.4314658
1293,한라생돈,식육(숯불구이),제주특별자치도 제주시 연화중길 7 1층 (연동),제주시,25,4.7,33.4781581,126.4889116
1294,진성반점,중국식,제주특별자치도 제주시 제주대학로 109 (아라이동),제주시,11,4.5,33.4603431,126.561742
1295,사려니가든,식육(숯불구이),제주특별자치도 제주시 동광로23길 1 1층 (일도이동),제주시,7,4.0,33.5100237,126.5431645
1296,오름나그네,한식,제주특별자치도 제주시 조천읍 선교로 525,제주시,172,4.5,33.4590778,126.7120882
1297,남녕국수,한식,제주특별자치도 제주시 원노형5길 3 (노형동),제주시,14,4.214285714,33.4882484,126.484779
1298,아라골가마솥순대국,한식,제주특별자치도 제주시 중앙로 586 (아라일동),제주시,8,3.875,33.4711642,126.5452384
1299,삼화포구,횟집,제주특별자치도 제주시 서흘1길 26 (삼양일동),제주시,17,3.970588235,33.5287466,126.5891889
1300,멋진만남,한식,제주특별자치도 제주시 조천읍 종인내길 365,제주시,106,4.919811321,33.4784763,126.6358838
1301,무상찻집,기타,제주특별자치도 제주시 서광로5길 10 1층 (용담일동),제주시,168,4.81547619,33.5009806,126.5144369
1302,이화원,중국식,제주특별자치도 제주시 달마루길 20 2~3층 (노형동),제주시,34,4.397058824,33.4896778,126.4741589
1303,대풍미락횟집함덕본점,횟집,제주특별자치도 제주시 조천읍 조함해안로 446,제주시,181,4.602209945,33.5454119,126.6621016
1304,또옵서,한식,제주특별자치도 제주시 번영로 459 (봉개동(동부관광도로423)),제주시,2,4.75,33.4923139,126.5915685
1305,돈짱,횟집,제주특별자치도 제주시 서해안로 131 1층 (도두일동),제주시,90,4.727777778,33.5029313,126.4634855
1306,김이박,한식,제주특별자치도 제주시 인다9길 20 1층 (아라일동),제주시,18,4.444444444,33.4261379,126.5626925
1307,초풍돈,한식,제주특별자치도 제주시 월랑북길 30 1층 (노형동),제주시,1,5.0,33.4919386,126.4769211
1308,만강촌옛날칼국수외도점,식육(숯불구이),제주특별자치도 제주시 우정로11길 6 (외도일동(우정동5로6)),제주시,10,4.6,33.4876558,126.43172
1309,바삭돈가스아라점,한식,제주특별자치도 제주시 아란5길 31-2 1층 (아라일동),제주시,57,4.596491228,33.5540964,126.7958924
1310,이도아구찜,한식,제주특별자치도 제주시 남광북1길 31-1 1층 (이도이동),제주시,3,5.0,33.4961298,126.5367525
1311,미소짓는흑도야지,식육(숯불구이),제주특별자치도 제주시 일주서로 7682 1층 (이호이동),제주시,10,5.0,33.4938002,126.467257
1312,연한돈,한식,제주특별자치도 제주시 선덕로 6 1층 (연동),제주시,7,4.785714286,33.4855045,126.4974044
1313,어린왕자,기타,제주특별자치도 제주시 과원북4길 19 3층 (노형동),제주시,3,4.5,33.4813384,126.4843
1314,상위호환,한식,제주특별자치도 제주시 서광로32길 16-1 2층 (이도이동),제주시,8,5.0,33.49914,126.5285191
1315,경성주막1929삼화점,기타,제주특별자치도 제주시 화삼로1길 15 A동 1층 (화북일동),제주시,3,3.0,33.5143764,126.5791822
1316,조은수산민물장어숯불구이,한식,제주특별자치도 제주시 복지로북길 36-2 1층 (도남동),제주시,10,4.5,33.4887375,126.5219401
1317,궁,한식,제주특별자치도 제주시 화삼로1길 5 1층 (화북일동),제주시,8,4.25,33.5143764,126.5791822
1318,돈풍,한식,제주특별자치도 제주시 원노형로 23 (노형동(백두6로 43)102호 외 1필지),제주시,10,3.65,33.486838,126.485122
1319,엄지족발보쌈,기타,제주특별자치도 제주시 월랑로10길 9 1층 (노형동),제주시,6,4.416666667,33.489764,126.4769205
1320,롤타이드,일식,제주특별자치도 제주시 조천읍 조함해안로 490 1층,제주시,10,4.4,33.5425589,126.665241
1321,더블랭크,경양식,제주특별자치도 제주시 도남서길 22 1층 (도남동),제주시,5,3.8,33.4933575,126.5235284
1322,포다1975,한식,제주특별자치도 제주시 서해안로 578 2층 (용담삼동),제주시,10,4.55,33.5186289,126.4996401
1323,스시테이,일식,제주특별자치도 제주시 신설로6길 2-11 1층 (아라이동),제주시,10,4.85,33.4938082,126.5429455
1324,삼치회사랑,횟집,제주특별자치도 제주시 연삼로 355 1층 (도남동 JNC패밀리4차아파트),제주시,5,4.6,33.4904945,126.5197851
1325,삼다돈,한식,제주특별자치도 제주시 원노형남1길 27 101호 (노형동),제주시,10,4.65,33.4841237,126.4833779
1326,신제주그랜드,일식,제주특별자치도 제주시 신대로 70 (연동),제주시,10,4.45,33.4911453,126.4964171
1327,만원포차,한식,제주특별자치도 제주시 남성로 108 (용담일동(남성로 91)),제주시,1,4.0,33.50785,126.5154431
1328,커먼브릭,경양식,제주특별자치도 제주시 월랑로 9 (노형동),제주시,1,4.5,33.4869377,126.4781019
1329,전설의짬뽕,중국식,제주특별자치도 제주시 동광로 9 (이도일동),제주시,9,3.666666667,33.5039234,126.5321011
1330,꽁양꽁양,일식,제주특별자치도 제주시 산천단동3길 16 1층 (아라일동),제주시,9,4.833333333,33.4491104,126.5593387
1331,착한제주고등어,한식,제주특별자치도 제주시 신산로2길 25 1층 (일도일동),제주시,10,5.0,33.512177,126.5293833
1332,제주흑돼지마씸,식육(숯불구이),제주특별자치도 제주시 탑동로 18 1층 2호 (삼도이동),제주시,10,4.8,33.5174298,126.522971
1333,정한토속삼계탕원조설렁탕,식육(숯불구이),제주특별자치도 제주시 신대로18길 16 (연동),제주시,10,4.9,33.4847657,126.4947672
1334,호끌락다락,"외국음식전문점(인도,태국등)",제주특별자치도 제주시 조천읍 함덕10길 6 1층,제주시,9,4.833333333,33.5417351,126.6640952
1335,토담골,기타,제주특별자치도 제주시 신설로 28 1층 (이도이동),제주시,4,4.5,33.4969863,126.5353375
1336,월성삼계탕,한식,제주특별자치도 제주시 서광로5길 12 101호 (용담일동 현우빌라),제주시,1,5.0,33.5011799,126.51445
1337,꼬꼬반점,중국식,제주특별자치도 제주시 광양7길 32 (이도이동),제주시,5,4.8,33.5014834,126.5323407
1338,칠성낙지,한식,제주특별자치도 제주시 서부두남길 16-2 1층 (건입동),제주시,5,4.7,33.5154602,126.5278414
1339,귀족홍길동,한식,제주특별자치도 제주시 수덕5길 8 1층 (노형동),제주시,6,4.666666667,33.4869987,126.4769
1340,아라돼지,한식,제주특별자치도 제주시 중앙로 583 1층 제1호 (아라일동),제주시,10,4.2,33.4712556,126.5459598
1341,무한정,식육(숯불구이),제주특별자치도 제주시 도두항서7길 3 1층 (도두일동),제주시,10,4.65,33.503471,126.4638957
1342,왕생가든,식육(숯불구이),제주특별자치도 제주시 연신로 261-3 1층 (영평동),제주시,2,4.75,33.4821067,126.5605716
1343,동천숯불갈비,한식,제주특별자치도 제주시 관덕로8길 8 (삼도이동(남문로20)),제주시,4,3.875,33.5103259,126.5236104
1344,만리성,중국식,제주특별자치도 제주시 진군길 31-12 (노형동),제주시,10,4.25,33.4797668,126.4817066
1345,진산,한식,제주특별자치도 제주시 동문로 146 (일도이동),제주시,2,4.5,33.5131503,126.5419379
1346,팔복고기상회,식육(숯불구이),제주특별자치도 제주시 사라봉길 11 1층 (건입동),제주시,13,4.769230769,33.5148007,126.5396801
1347,계림,기타,제주특별자치도 제주시 일주서로 7810 1층 (연동),제주시,10,4.5,33.4933775,126.4810344
1348,한정식담다,기타,제주특별자치도 제주시 해안마을10길 32 1층 (해안동),제주시,1,4.5,33.44736,126.4556927
1349,어가,일식,제주특별자치도 제주시 1100로 3213-8 지하2층 (노형동),제주시,10,5.0,33.4728766,126.4832199
1350,흑백돈,식육(숯불구이),제주특별자치도 제주시 조천읍 신북로 586 1층,제주시,10,4.85,33.5386704,126.6458435
1351,함덕에이플러스가든,기타,제주특별자치도 제주시 조천읍 함덕12길 51 쉬젠비아채아파트 1층 101호,제주시,7,4.214285714,33.5418384,126.6637189
1352,바당모살,횟집,제주특별자치도 제주시 조천읍 함덕로 20 1층,제주시,10,5.0,33.5137212,126.6815264
1353,돈김치찜,식육(숯불구이),제주특별자치도 제주시 화삼로1길 5 1층 (화북일동),제주시,3,4.833333333,33.5143764,126.5791822
1354,공단해장국,한식,제주특별자치도 제주시 복지로 96 1층 (도남동),제주시,10,4.3,33.487274,126.5239946
1355,고창댁풍천장어낙지,한식,제주특별자치도 제주시 동제원길 42 1층 (화북일동),제주시,9,4.611111111,33.5201022,126.5601746
1356,혜자,한식,제주특별자치도 제주시 다랑곶길 5 1층 (노형동),제주시,7,4.857142857,33.4872668,126.4792022
1357,마중,복어취급,제주특별자치도 제주시 고마로18길 5 1층 (일도이동),제주시,2,4.0,33.504269,126.5410236
1358,국수마당본점,한식,제주특별자치도 제주시 삼성로 65 (일도이동),제주시,9,4.666666667,33.5080638,126.5322532
1359,항아리뚜껑아라점,한식,제주특별자치도 제주시 아란4길 88 1층 (아라일동),제주시,2,4.0,33.4711508,126.5421455
1360,황가돈,식육(숯불구이),제주특별자치도 제주시 조천읍 신북로 455 1층,제주시,9,4.333333333,33.5348965,126.6238226
1361,아랑조을국수,한식,제주특별자치도 제주시 인다9길 3 1층 (아라일동),제주시,9,4.388888889,33.4370094,126.5656392
1362,세컨드하우스,기타,제주특별자치도 제주시 인다2길 8-2 101호 (아라일동),제주시,7,4.428571429,33.4719786,126.5501884
1363,제주삼춘네우도점,한식,제주특별자치도 제주시 우도면 우도해안길 1112 1층,제주시,10,2.35,33.4976527,126.9690646
1364,시머폿,한식,제주특별자치도 제주시 인다1길 65 1층 (아라이동),제주시,10,4.85,33.4742514,126.5523405
1365,제불노형본점,한식,제주특별자치도 제주시 월랑로6길 5 1층 (노형동),제주시,9,4.666666667,33.4886755,126.4775518
1366,막둥이횟집,횟집,제주특별자치도 제주시 원노형6길 12-3 (노형동),제주시,7,3.857142857,33.4848845,126.4825544
1367,공항가족식당,한식,제주특별자치도 제주시 공항로1길 9 1층 (용담이동),제주시,10,3.8,33.5034316,126.4999431
1368,밥이맛있는집,한식,제주특별자치도 제주시 서광로4길 18 1층 (오라일동),제주시,10,4.4,33.4985378,126.5140945
1369,김만덕객주,한식,제주특별자치도 제주시 임항로 68 김만덕객주터 마동사동 1층 (건입동),제주시,10,4.4,33.5165796,126.532216
1370,신짜우,한식,제주특별자치도 제주시 동화로1길 53-1 1층 (화북일동),제주시,9,4.5,33.5178426,126.5768663
1371,최부자,식육(숯불구이),제주특별자치도 제주시 승천로 17 1층 (이도이동),제주시,6,3.416666667,33.4964652,126.5393499
1372,어신,횟집,제주특별자치도 제주시 신대로12길 39 (연동),제주시,10,4.65,33.4885921,126.4924059
1373,정글북바이앨리스,기타,제주특별자치도 제주시 노연로 80 2층 (연동),제주시,7,4.5,33.4847577,126.4887056
1374,범양,한식,제주특별자치도 제주시 관덕로 64-2 1층 (이도일동),제주시,10,4.3,33.5127256,126.5260118
1375,도르멍국수,한식,제주특별자치도 제주시 조천읍 중산간동로 1305 제1동 1층,제주시,10,4.2,33.5029546,126.6942576
1376,노네임드봉개,한식,제주특별자치도 제주시 봉개동길 29-1 제1동 1층 (봉개동),제주시,10,4.95,33.4888019,126.593518
1377,남다른대구막창연동점,한식,제주특별자치도 제주시 신대로 131 1층 (연동),제주시,10,4.8,33.4854558,126.4968092
1378,가야국수,한식,제주특별자치도 제주시 다랑곶길 19 1층 (노형동),제주시,8,4.875,33.4879663,126.4800776
1379,산방산,한식,제주특별자치도 제주시 신대로16길 44 1층 (연동),제주시,2,4.75,33.487151,126.4914841
1380,24시뼈다귀탕삼화점,한식,제주특별자치도 제주시 일주동로 222 1층 (화북일동),제주시,9,3.611111111,33.5186219,126.5692996
1381,대게나라,한식,제주특별자치도 제주시 연북로 550 지1층 (아라일동),제주시,6,3.583333333,33.4858923,126.518754
1382,돈사무소노형점,한식,제주특별자치도 제주시 정존11길 39 1층 (노형동),제주시,10,4.9,33.4866334,126.4740283
1383,아구가좋아,한식,제주특별자치도 제주시 우정로 22 1층 (외도일동),제주시,3,4.166666667,33.4909744,126.4307186
1384,소렉,경양식,제주특별자치도 제주시 은남2길 41 1층 (연동),제주시,10,4.85,33.4881733,126.4913351
1385,녹두네,한식,제주특별자치도 제주시 원노형로 42 (노형동),제주시,6,2.75,33.4850452,126.484782
1386,은영수산,일식,제주특별자치도 제주시 금산5길 15 (화북일동),제주시,1,2.5,33.5243457,126.564524
1387,형제돼지갈비,한식,제주특별자치도 제주시 신산로 51-1 (일도이동),제주시,1,5.0,33.5089819,126.5335744
1388,검은쇠몰고오는,식육(숯불구이),제주특별자치도 제주시 신대로20길 27 (연동),제주시,9,4.166666667,33.4835685,126.4934387
1389,바다119,횟집,제주특별자치도 제주시 구남로2길 11 1층 (이도이동),제주시,5,4.7,33.4882932,126.5332336
1390,내고향해장국,한식,제주특별자치도 제주시 월랑로4길 14 (노형동),제주시,8,4.4375,33.4882352,126.4789173
1391,정실곤드레집,한식,제주특별자치도 제주시 아연로 176 1층 (오라이동),제주시,10,4.35,33.4747642,126.512388
1392,제주오면돼지,횟집,제주특별자치도 제주시 서해안로 560 (용담삼동(서해안로111)),제주시,3,5.0,33.5196613,126.4986073
1393,돌담집,식육(숯불구이),제주특별자치도 제주시 용두암길 52 (용담이동),제주시,1,5.0,33.5130364,126.5139898
1394,돈보따리,식육(숯불구이),제주특별자치도 제주시 제원길 6 (연동),제주시,6,4.166666667,33.4894654,126.4892715
1395,아름다운한라산,한식,제주특별자치도 제주시 선돌목동길 56-46 (오등동),제주시,10,4.15,33.4446301,126.5445663
1396,인생건어물노형점,한식,제주특별자치도 제주시 정존11길 31 (노형동),제주시,4,4.875,33.4861394,126.4747621
1397,제주나누기,한식,제주특별자치도 제주시 신성로 105 2층 (이도이동),제주시,4,4.75,33.4971422,126.530194
1398,해선,횟집,제주특별자치도 제주시 서부두길 26 (건입동),제주시,10,5.0,33.5183177,126.5285583
1399,여진이네,한식,제주특별자치도 제주시 전농로 46 1층 (삼도일동),제주시,5,3.5,33.5043145,126.5180432
1400,제주밤밤,한식,제주특별자치도 제주시 수덕로 33 1층 (노형동),제주시,7,4.5,33.4866641,126.4735231
1401,돈게도라,한식,제주특별자치도 제주시 사장길 8 (연동),제주시,5,5.0,33.4848729,126.495582
1402,제주깊은바당,횟집,제주특별자치도 제주시 도두항서길 15 (도두일동),제주시,9,3.444444444,33.5057148,126.4662828
1403,맛뜨락,한식,제주특별자치도 제주시 구남동2길 19-2 1층 (이도이동),제주시,3,4.833333333,33.4892362,126.5357484
1404,푸른솔맑은향,한식,제주특별자치도 제주시 고사마루길 109 제2동 지하1층 (노형동),제주시,9,4.277777778,33.4717506,126.4741149
1405,동문삼원횟집,횟집,제주특별자치도 제주시 관덕로14길 18 1~2층 (이도일동),제주시,10,4.05,33.5116574,126.5261752
1406,서문장터해장국,한식,제주특별자치도 제주시 탑동로 134 1층 (용담일동),제주시,8,4.0625,33.5133799,126.5181309
1407,공주네국수,한식,제주특별자치도 제주시 삼봉로 353 1층 (봉개동),제주시,10,3.75,33.4913827,126.5937948
1408,모꼬지,기타,제주특별자치도 제주시 신설로7길 6 1층 (아라이동),제주시,2,4.0,33.4937736,126.5451156
1409,벌랑포구,한식,제주특별자치도 제주시 벌랑길 61 1층 (삼양삼동),제주시,8,3.875,33.5260854,126.5769939
1410,두툼한고기돈돼지,식육(숯불구이),제주특별자치도 제주시 조천읍 함덕19길 3 1층,제주시,10,4.8,33.5410492,126.6698885
1411,꿀꿀이식당,한식,제주특별자치도 제주시 삼무로5길 3 1층 (연동),제주시,5,2.9,33.4905172,126.4922811
1412,고요새,기타,제주특별자치도 제주시 선사로8길 11 (삼양일동),제주시,9,4.388888889,33.5271456,126.5895044
1413,외도반점,중국식,제주특별자치도 제주시 우정로7길 24 102호 (외도일동),제주시,10,3.95,33.488977,126.4334586
1414,방일해장국외도점,한식,제주특별자치도 제주시 우정로16길 14 1층 (외도일동),제주시,27,4.518518519,33.4859289,126.4288395
1415,신마포갈매기제주시청점,식육(숯불구이),제주특별자치도 제주시 신성로13길 31 1층 (이도이동),제주시,10,3.9,33.4976068,126.5306004
1416,노가리앤비어연동점,한식,제주특별자치도 제주시 삼무로7길 40 1층 (연동),제주시,9,4.222222222,33.4901947,126.4932659
1417,통물,한식,제주특별자치도 제주시 조천읍 신북로 468 1층,제주시,9,4.388888889,33.5435511,126.6602687
1418,올래정육식당,식육(숯불구이),제주특별자치도 제주시 테우해안로 166 지하1층 (이호일동),제주시,6,5.0,33.4968019,126.4515591
1419,은빛고을,한식,제주특별자치도 제주시 지석15길 1 1층 (삼양이동),제주시,10,4.5,33.5215517,126.586392
1420,아임파인,한식,제주특별자치도 제주시 지석8길 13-20 1층 (삼양이동),제주시,10,4.25,33.5198805,126.5822428
1421,오롯,한식,제주특별자치도 제주시 신설로11길 2-10 1층 (아라이동),제주시,10,4.75,33.4912804,126.5445739
1422,다시올레국수,한식,제주특별자치도 제주시 평전길 6 1층 (삼도일동),제주시,1,5.0,33.5005571,126.5193491
1423,영주말가든,한식,제주특별자치도 제주시 연북로 196 1층 (오라이동),제주시,10,4.05,33.4858923,126.518754
1424,소완도식당,한식,제주특별자치도 제주시 임항로 80 6동 1층 (건입동),제주시,6,3.833333333,33.5183479,126.5387193
1425,제주한라더커먼스,기타,제주특별자치도 제주시 한라대학로 38 지하1층 (노형동 금호세계교육관),제주시,8,4.875,33.4770394,126.4748646
1426,다윤이네,한식,제주특별자치도 제주시 구남로 43 제3호 (이도이동 주공2아파트),제주시,5,5.0,33.4904229,126.533018
1427,국수대표,한식,제주특별자치도 제주시 노형14길 12 1층 (노형동),제주시,8,4.625,33.4771889,126.4742632
1428,해남아줌마,한식,제주특별자치도 제주시 무근성7길 11 (삼도이동),제주시,6,3.916666667,33.5138019,126.5198694
1429,용팔이막창노형점,한식,제주특별자치도 제주시 월랑로4길 17 (노형동),제주시,10,4.35,33.4886816,126.4790795
1430,풍미원,뷔페식,제주특별자치도 제주시 건주로4길 6-4 2층 (도련일동),제주시,10,2.85,33.5166785,126.5790859
1431,통큰불곱창,한식,제주특별자치도 제주시 연삼로 503 (이도이동),제주시,9,4.833333333,33.5005643,126.543509
1432,정우말가든,한식,제주특별자치도 제주시 아연로 17 (연동),제주시,10,4.7,33.4802532,126.4975769
1433,김명자굴국밥화북점,한식,제주특별자치도 제주시 동화로 32 (화북일동),제주시,9,3.888888889,33.517396,126.5726802
1434,더샤브,한식,제주특별자치도 제주시 전농로 113 101호 (삼도이동),제주시,9,4.333333333,33.5046406,126.5251996
1435,허디거디이도점,경양식,제주특별자치도 제주시 신설로11길 2-8 1층 (아라이동),제주시,10,4.85,33.4912804,126.5445739
1436,제주이모집,한식,제주특별자치도 제주시 동문로6길 1 1층 (일도일동),제주시,10,4.3,33.5128098,126.5290734
1437,문희,한식,제주특별자치도 제주시 신설로11길 13 1층 (아라이동),제주시,3,4.166666667,33.492908,126.5461683
1438,사천빠슈마라탕,한식,제주특별자치도 제주시 조천읍 조함해안로 514 2층,제주시,10,4.5,33.5424913,126.667586
1439,니들이족발을알어,한식,제주특별자치도 제주시 우정로4길 3-2 1층 (외도일동),제주시,7,4.428571429,33.4917078,126.4301825
1440,세피베이글,경양식,제주특별자치도 제주시 조천읍 함덕27길 32-8 1층,제주시,9,4.722222222,33.5420322,126.6726878
1441,이솔라,기타,제주특별자치도 제주시 감수북길 41 2층 (삼양이동),제주시,10,4.35,33.5256376,126.5841005
1442,두끼떡볶이제주노형점,일식,제주특별자치도 제주시 연북로 48 203호 (노형동),제주시,9,4.0,33.4858923,126.518754
1443,순두부엔짬뽕,한식,제주특별자치도 제주시 통물길 30 지하1층 (외도일동),제주시,19,4.026315789,33.4894183,126.4348515
1444,히아담,경양식,제주특별자치도 제주시 과원로 28 (연동),제주시,9,4.222222222,33.4760842,126.4865249
1445,숲속의도토리,한식,제주특별자치도 제주시 도근내길 18 (외도일동),제주시,10,4.5,33.4924245,126.4330307
1446,선인가든,식육(숯불구이),제주특별자치도 제주시 조천읍 선교로 201-8,제주시,6,4.916666667,33.4859035,126.700641
1447,홍키호테,한식,제주특별자치도 제주시 인다14길 40 1층 (아라일동),제주시,9,4.333333333,33.4714067,126.5468857
1448,호진명도암식당,한식,제주특별자치도 제주시 명림로 163 1층 (봉개동),제주시,1,3.5,33.4724271,126.6105952
1449,큰동네국수,한식,제주특별자치도 제주시 신광로6길 2 (연동),제주시,3,4.333333333,33.4880428,126.4896524
1450,제노티카,경양식,제주특별자치도 제주시 국기로 35 2층 (연동),제주시,7,4.142857143,33.4787871,126.4903725
1451,갈비아빠,한식,제주특별자치도 제주시 신대로18길 51 1층 (연동),제주시,9,4.944444444,33.4846103,126.4910386
1452,괸당집외도점,한식,제주특별자치도 제주시 우정로13길 7 (외도일동(우정동6로7)),제주시,10,4.7,33.4870794,126.4319821
1453,빨간집,한식,제주특별자치도 제주시 광양13길 7 1층 (이도이동),제주시,7,4.785714286,33.4989419,126.5311998
1454,뽀요요,한식,제주특별자치도 제주시 우도면 우도해안길 128 1층,제주시,10,4.7,33.4942494,126.9467981
1455,향나무집,한식,제주특별자치도 제주시 오복4길 26 1층 (이도이동),제주시,4,3.625,33.4943505,126.5374012
1456,리얼안심탕수육앤리얼하노이,한식,제주특별자치도 제주시 건주로4길 20 1층 (도련일동),제주시,5,4.9,33.5166785,126.5790859
1457,마차이짬뽕,중국식,제주특별자치도 제주시 과원북4길 19 1층 (노형동),제주시,9,4.0,33.4813384,126.4843
1458,제주탑동골목,기타,제주특별자치도 제주시 중앙로5길 13 1층 (일도일동),제주시,10,5.0,33.5153315,126.526115
1459,보목바다나라횟집2호점,한식,제주특별자치도 제주시 아란9길 19 1층 (아라일동),제주시,8,4.8125,33.4723479,126.5436636
1460,백마가든,식육(숯불구이),제주특별자치도 제주시 조천읍 중산간동로 347 1층,제주시,10,4.75,33.5029546,126.6942576
1461,일품샤브샤브,한식,제주특별자치도 제주시 동광로 161 (일도이동),제주시,9,4.055555556,33.5064332,126.5384595
1462,화수분,한식,제주특별자치도 제주시 연수중길 3 (일도이동),제주시,3,4.5,33.502418,126.5458478
1463,금산서당골,식육(숯불구이),제주특별자치도 제주시 아봉로 73-1 (아라이동),제주시,9,4.611111111,33.4711455,126.5604727
1464,바베큐통족구이보쌈아라점,식육(숯불구이),제주특별자치도 제주시 아란5길 19-5 1층 (아라일동),제주시,2,4.75,33.5540964,126.7958924
1465,구구토종닭,한식,제주특별자치도 제주시 조천읍 남조로 1767 1층,제주시,11,4.681818182,33.4254173,126.6744246
1466,사계오름,한식,제주특별자치도 제주시 복지로3길 2-9 (도남동),제주시,8,4.5,33.4892832,126.5217059
1467,서민당,식육(숯불구이),제주특별자치도 제주시 연신로 24 1층 (이도이동),제주시,25,4.48,33.4987724,126.5450264
1468,해즈빈노형씨지브이점,기타,제주특별자치도 제주시 노형로 407 516호 (노형동),제주시,7,4.285714286,33.485812,126.4783486
1469,피시야,기타,제주특별자치도 제주시 조천읍 조함해안로 582 1층,제주시,37,4.405405405,33.5440419,126.6735793
1470,메밀꽃제주,한식,제주특별자치도 제주시 조천읍 중산간동로 478,제주시,28,4.446428571,33.5029546,126.6942576
1471,노형막창고을,식육(숯불구이),제주특별자치도 제주시 월랑로10길 36 (노형동(월랑4로52)),제주시,4,4.375,33.4910274,126.4789944
1472,일비집,한식,제주특별자치도 제주시 조천읍 신북로 227 1층,제주시,6,4.833333333,33.5362849,126.6371856
1473,제주클럽하우스,기타,제주특별자치도 제주시 중앙로 492 2층 (아라일동),제주시,1,5.0,33.4814679,126.5411458
1474,일구칠사뼈감탕,한식,제주특별자치도 제주시 첨단로3길 10 2층 (영평동),제주시,5,4.1,33.4564727,126.5714479
1475,막창먹는놈함덕점,한식,제주특별자치도 제주시 조천읍 신북로 521-1 1층,제주시,28,4.392857143,33.5419572,126.66571
1476,제주본가,한식,제주특별자치도 제주시 조천읍 비자림로 684 1층,제주시,1,5.0,33.4319106,126.696186
1477,회포,한식,제주특별자치도 제주시 동화로 7 107호 (화북일동),제주시,2,4.5,33.5194134,126.5732014
1478,제주여행가야밀면,한식,제주특별자치도 제주시 원노형9길 14 1층 (노형동),제주시,41,4.402439024,33.4880214,126.4849432
1479,지오,한식,제주특별자치도 제주시 도남로3길 6 1층 (도남동),제주시,1,5.0,33.4978986,126.5261738
1480,맛있는집밥,한식,제주특별자치도 제주시 원노형로 8 1층 102호 (노형동 조양주택),제주시,12,4.791666667,33.4877643,126.4836476
1481,문희영해물아구찜,한식,제주특별자치도 제주시 연북로 199 1층 (오라이동),제주시,92,4.820652174,33.4822496,126.5026002
1482,노포갈비,식육(숯불구이),제주특별자치도 제주시 신성로 82-2 1층 (도남동),제주시,73,4.828767123,33.4953799,126.5280921
1483,고기중독,식육(숯불구이),제주특별자치도 제주시 신대로12길 32 (연동),제주시,16,4.375,33.4888522,126.493188
1484,우도상회,한식,제주특별자치도 제주시 우도면 하우목길 64 1층,제주시,13,4.269230769,33.5134546,126.9487881
1485,정선할매곤드레밥,한식,제주특별자치도 제주시 승천로 81 1층 (아라이동),제주시,32,4.484375,33.4952739,126.539932
1486,신촌살롱,한식,제주특별자치도 제주시 조천읍 신북로 77 B동 1층,제주시,1,5.0,33.5349126,126.6221093
1487,주민상회한라대점,한식,제주특별자치도 제주시 진군길 50 1층 (노형동),제주시,4,4.25,33.4774946,126.4808081
1488,물팡과허벅,한식,제주특별자치도 제주시 원노형로 35 103호 (노형동),제주시,2,4.75,33.485575,126.4851289
1489,일공오이,한식,제주특별자치도 제주시 진남로6길 23 1층 (화북일동),제주시,3,4.0,33.5208285,126.5656779
1490,호또모또,한식,제주특별자치도 제주시 서해안로 291-4 2층 (도두이동),제주시,20,4.9,33.5055899,126.4897243
1491,추자북경,중국식,제주특별자치도 제주시 추자면 신양서길 13-9 1층,제주시,4,5.0,33.9419531,126.3204842
1492,방일해장국아라점,한식,제주특별자치도 제주시 중앙로 532 1층 (아라일동),제주시,10,4.15,33.4757165,126.5446491
1493,스시우다,일식,제주특별자치도 제주시 용마로 30 1층 (용담삼동),제주시,60,4.316666667,33.5143245,126.5058034
1494,백리향,한식,제주특별자치도 제주시 조천읍 신북로 244,제주시,352,4.443181818,33.5370188,126.6385048
1495,원조홍가네,한식,제주특별자치도 제주시 월랑로 31 (노형동),제주시,14,3.714285714,33.4884791,126.4763168
1496,제주삼다도횟집1호점,횟집,제주특별자치도 제주시 서해안로 568 (용담삼동),제주시,29,4.24137931,33.5192719,126.4991403
1497,이화성,한식,제주특별자치도 제주시 조천읍 남조로 1788,제주시,17,4.0,33.4273158,126.6744882
1498,손가네,한식,제주특별자치도 제주시 중앙로1길 2 (건입동),제주시,7,3.5,33.5163085,126.5252557
1499,라지마할,경양식,제주특별자치도 제주시 신광로 43 2층 (연동),제주시,20,4.625,33.4882715,126.4903671
1500,밀면촌,식육(숯불구이),제주특별자치도 제주시 승천로 15 (이도이동),제주시,48,4.6875,33.4965815,126.5391973
1501,삼다가,한식,제주특별자치도 제주시 신대로9길 27 1층 (연동),제주시,7,4.071428571,33.4909234,126.499677
1502,조아찌,기타,제주특별자치도 제주시 테우해안로 160 1층 (이호일동),제주시,49,4.571428571,33.4967224,126.4508256
1503,까사델마마223,기타,제주특별자치도 제주시 조천읍 신촌서5길 99-1 제2동 1층,제주시,183,4.87431694,33.5354905,126.6151871
